ENST00000628983	NM_012234
ENST00000419304	NM_006408
ENST00000508540	NM_001267
ENST00000216341	NM_004131
ENST00000619470	NM_144686
ENST00000619470	NM_001145303
ENST00000217026	NM_002466
ENST00000343730	NM_133640
ENST00000216029	NM_015373
ENST00000396863	NM_001278610
ENST00000371951	NM_001256760
ENST00000346365	NM_147173
ENST00000379155	NM_147172
ENST00000610888	NM_181491
ENST00000618590	NM_001244390
ENST00000276198	NM_000868
ENST00000394091	NM_001282803
ENST00000371950	NM_001256761
ENST00000394094	NM_001077203
ENST00000428771	NM_001142467
ENST00000314261	NM_001282801
ENST00000619293	NM_001002880
ENST00000576159	NM_023921
ENST00000366796	NM_001286351
ENST00000574298	NM_153028
ENST00000262113	NM_003970
ENST00000371173	NM_001160417
ENST00000371173	NM_030776
ENST00000366795	NM_214462
ENST00000348610	NM_001282802
ENST00000304952	NM_021170
ENST00000395822	NM_001160418
ENST00000294454	NM_207348
ENST00000610183	NM_001286350
ENST00000392474	NM_001270486
ENST00000541799	NM_001160419
ENST00000268206	NM_024580
ENST00000322941	NM_001098202
ENST00000399849	NM_006497
ENST00000359445	NM_001040610
ENST00000356583	NM_001040428
ENST00000291539	NM_002606
ENST00000328890	NM_003555
ENST00000322310	NM_003731
ENST00000338616	NM_001004486
ENST00000372923	NM_004408
ENST00000291842	NM_138392
ENST00000370416	NM_016153
ENST00000263997	NM_032178
ENST00000264601	NM_022449
ENST00000327357	NM_003449
ENST00000396558	NM_001242783
ENST00000317508	NM_002773
ENST00000380328	NM_001001570
ENST00000441369	NM_001128628
ENST00000376321	NM_153289
ENST00000327441	NM_138731
ENST00000398232	NM_001001581
ENST00000376315	NM_001271209
ENST00000376315	NM_153323
ENST00000340611	NM_152743
ENST00000393240	NM_001135805
ENST00000398234	NM_001001571
ENST00000398236	NM_001001574
ENST00000341179	NM_001005336
ENST00000328862	NM_001001583
ENST00000335440	NM_001001578
ENST00000393594	NM_001288737
ENST00000393594	NM_001288738
ENST00000398225	NM_001001582
ENST00000302938	NM_130899
ENST00000261205	NM_005639
ENST00000218348	NM_004651
ENST00000398229	NM_001001577
ENST00000457153	NM_001291901
ENST00000398227	NM_001001585
ENST00000398227	NM_001001580
ENST00000398227	NM_001001572
ENST00000398227	NM_001001573
ENST00000398227	NM_001001579
ENST00000398227	NM_001001575
ENST00000398227	NM_001001584
ENST00000398227	NM_001001576
ENST00000349112	NM_001001569
ENST00000374530	NM_007203
ENST00000398224	NM_001001568
ENST00000486160	NM_001288739
ENST00000306846	NM_006451
ENST00000320339	NM_001170569
ENST00000375068	NM_177433
ENST00000436644	NM_182789
ENST00000302798	NM_147150
ENST00000263640	NM_001105
ENST00000536133	NM_022101
ENST00000536133	NM_001170570
ENST00000347034	NM_172216
ENST00000552744	NM_001135806
ENST00000375058	NM_014599
ENST00000447066	NM_001145666
ENST00000538733	NM_153500
ENST00000337174	NM_153499
ENST00000324774	NM_006549
ENST00000434821	NM_001111067
ENST00000412367	NM_172226
ENST00000254667	NM_001323355
ENST00000254667	NM_001316676
ENST00000254667	NM_001323356
ENST00000254667	NM_006504
ENST00000338972	NM_183323
ENST00000357260	NM_019099
ENST00000396294	NM_001195296
ENST00000396294	NM_001195297
ENST00000369151	NM_153810
ENST00000368326	NM_001286525
ENST00000316403	NM_001831
ENST00000404169	NM_001270485
ENST00000400242	NM_001007188
ENST00000444059	NM_198926
ENST00000261783	NM_001172
ENST00000598519	NM_033113
ENST00000446440	NM_172215
ENST00000306042	NM_001323357
ENST00000306042	NM_130435
ENST00000392473	NM_172214
ENST00000368325	NM_001286524
ENST00000515317	NM_033554
ENST00000515317	NM_001242524
ENST00000515317	NM_001242525
ENST00000368328	NM_001012507
ENST00000348655	NM_004029
ENST00000366978	NM_001297739
ENST00000302538	NM_001322840
ENST00000302538	NM_021962
ENST00000279027	NM_022829
ENST00000396224	NM_201222
ENST00000259512	NM_024295
ENST00000397574	NM_001572
ENST00000396705	NM_000365
ENST00000422840	NM_001145667
ENST00000616928	NM_001013
ENST00000405944	NM_001134671
ENST00000205061	NM_012201
ENST00000353533	NM_003010
ENST00000303596	NM_020457
ENST00000472148	NM_001193340
ENST00000443739	NM_001031690
ENST00000443739	NM_001278297
ENST00000232458	NM_018098
ENST00000306385	NM_006129
ENST00000366977	NM_015471
ENST00000262109	NM_207332
ENST00000366976	NM_001297737
ENST00000583313	NM_005105
ENST00000626725	NM_001042549
ENST00000618616	NM_006737
ENST00000327044	NM_015658
ENST00000332345	NM_004987
ENST00000415385	NM_001281435
ENST00000544583	NM_001159746
ENST00000401815	NM_004488
ENST00000613953	NM_001159287
ENST00000535434	NM_001258026
ENST00000615712	NM_001242867
ENST00000392692	NM_001258315
ENST00000413164	NM_001193339
ENST00000620290	NM_006178
ENST00000393310	NM_001193488
ENST00000325083	NM_006197
ENST00000410093	NM_001193482
ENST00000291107	NM_001092
ENST00000397566	NM_004031
ENST00000409222	NM_014690
ENST00000402825	NM_014693
ENST00000537087	NM_001301837
ENST00000543210	NM_001256847
ENST00000300648	NM_006836
ENST00000409441	NM_001193484
ENST00000290317	NM_001193342
ENST00000290317	NM_001011554
ENST00000359140	NM_001037324
ENST00000229281	NM_001301834
ENST00000229281	NM_138425
ENST00000536794	NM_001282149
ENST00000255622	NM_001145291
ENST00000398718	NM_001037729
ENST00000540506	NM_001301838
ENST00000404464	NM_001100121
ENST00000338045	NM_001193485
ENST00000496514	NM_000283
ENST00000267115	NM_003217
ENST00000382112	NM_001136029
ENST00000373345	NM_001164431
ENST00000540509	NM_001258316
ENST00000300773	NM_001005567
ENST00000321253	NM_080386
ENST00000612771	NM_178128
ENST00000544547	NM_001193483
ENST00000265732	NM_032120
ENST00000307552	NM_001005324
ENST00000400248	NM_014662
ENST00000374142	NM_032283
ENST00000419291	NM_001080487
ENST00000374617	NM_001164267
ENST00000374617	NM_005452
ENST00000429163	NM_001145292
ENST00000521452	NM_001003682
ENST00000357474	NM_001100120
ENST00000411789	NM_001294328
ENST00000420504	NM_001171868
ENST00000395676	NM_138433
ENST00000631683	NM_001304438
ENST00000323699	NM_003676
ENST00000244230	NM_005791
ENST00000423828	NM_001098576
ENST00000375031	NM_001103160
ENST00000282185	NM_031482
ENST00000327578	NM_001315508
ENST00000458350	NM_001131028
ENST00000251879	NM_001135920
ENST00000222902	NM_002991
ENST00000262394	NM_015626
ENST00000339020	NM_001048249
ENST00000400246	NM_001242896
ENST00000437605	NM_178571
ENST00000535622	NM_001242897
ENST00000338920	NM_015172
ENST00000263665	NM_020872
ENST00000573871	NM_030967
ENST00000306349	NM_001199
ENST00000444387	NM_001103161
ENST00000255390	NM_004589
ENST00000406549	NM_001278730
ENST00000372873	NM_024875
ENST00000621062	NM_006478
ENST00000394810	NM_001114133
ENST00000296449	NM_178173
ENST00000611648	NM_152236
ENST00000452691	NM_001135197
ENST00000221138	NM_001009552
ENST00000414202	NM_020829
ENST00000272163	NM_002296
ENST00000238616	NM_033116
ENST00000367682	NM_001195037
ENST00000394729	NM_212539
ENST00000541398	NM_001077706
ENST00000223459	NM_145271
ENST00000233710	NM_001608
ENST00000563276	NM_001024683
ENST00000529681	NM_002458
ENST00000444632	NM_005803
ENST00000338179	NM_194442
ENST00000348811	NM_134265
ENST00000297354	NM_153225
ENST00000418622	NM_001206557
ENST00000375832	NM_001003693
ENST00000330452	NM_006254
ENST00000455884	NM_001039763
ENST00000220822	NM_018972
ENST00000434412	NM_001040875
ENST00000354685	NM_173589
ENST00000299424	NM_006284
ENST00000338682	NM_001004441
ENST00000256953	NM_032918
ENST00000445217	NM_001013659
ENST00000263269	NM_000836
ENST00000369562	NM_001031743
ENST00000546331	NM_001190726
ENST00000297056	NM_139179
ENST00000310521	NM_152719
ENST00000366919	NM_006724
ENST00000425398	NM_001142936
ENST00000315616	NM_152260
ENST00000620139	NM_018000
ENST00000559271	NM_001286407
ENST00000610924	NM_001286342
ENST00000266505	NM_033123
ENST00000611094	NM_145057
ENST00000392142	NM_005922
ENST00000392142	NM_001291958
ENST00000252071	NM_001164458
ENST00000252071	NM_001164459
ENST00000341690	NM_139353
ENST00000370460	NM_001169123
ENST00000370460	NM_002025
ENST00000452583	NM_181361
ENST00000432997	NM_001278911
ENST00000432997	NM_005832
ENST00000366920	NM_001301072
ENST00000399703	NM_147195
ENST00000342251	NM_001169122
ENST00000271638	NM_005620
ENST00000423557	NM_000572
ENST00000370457	NM_001169124
ENST00000370457	NM_001169125
ENST00000381941	NM_001289146
ENST00000381941	NM_001042353
ENST00000286437	NM_001170628
ENST00000304189	NM_001289145
ENST00000265198	NM_015553
ENST00000293829	NM_004112
ENST00000390293	28780
ENST00000246100	NM_207121
ENST00000246100	NM_031424
ENST00000370752	NM_182540
ENST00000380648	NM_001110514
ENST00000306749	NM_004104
ENST00000575082	NM_001303460
ENST00000421519	NM_006398
ENST00000541082	NM_001289147
ENST00000319153	NM_153330
ENST00000422970	NM_001130699
ENST00000302631	NM_005698
ENST00000265465	NM_002689
ENST00000442594	NM_001320272
ENST00000442594	NM_152666
ENST00000427495	NM_001195812
ENST00000427495	NM_001195811
ENST00000367220	NM_001130700
ENST00000355379	NM_052837
ENST00000503823	NM_001289136
ENST00000456283	NM_182515
ENST00000504154	NM_004787
ENST00000377041	NM_016014
ENST00000503837	NM_001289135
ENST00000333421	NM_001025780
ENST00000368918	NM_144618
ENST00000367545	NM_007124
ENST00000373696	NM_052957
ENST00000337827	NM_001168368
ENST00000337827	NM_020692
ENST00000409508	NM_001277115
ENST00000254579	NM_144666
ENST00000354300	NM_139283
ENST00000265381	NM_001163
ENST00000399820	NM_025132
ENST00000256389	NM_003814
ENST00000229266	NM_020244
ENST00000444614	NM_144974
ENST00000542437	NM_001162914
ENST00000360416	NM_001256012
ENST00000315563	NM_001284337
ENST00000299853	NM_018119
ENST00000368092	NM_001146172
ENST00000564209	NM_001258033
ENST00000237654	NM_006835
ENST00000269243	NM_005964
ENST00000296677	NM_005242
ENST00000418581	NM_001258034
ENST00000368093	NM_033438
ENST00000262215	NM_006421
ENST00000354475	NM_014149
ENST00000359210	NM_001258036
ENST00000370992	NM_015179
ENST00000371795	NM_012420
ENST00000414986	NM_001145114
ENST00000621283	NM_001178087
ENST00000379980	NM_001256095
ENST00000557649	NM_001008404
ENST00000331952	NM_001286399
ENST00000613172	NM_022978
ENST00000410013	NM_001286400
ENST00000398637	NM_001077484
ENST00000398637	NM_001278389
ENST00000398637	NM_030674
ENST00000378126	NM_031848
ENST00000549049	NM_001278388
ENST00000439706	NM_001278387
ENST00000261867	NM_013309
ENST00000356575	NM_001409
ENST00000359332	NM_172193
ENST00000567759	NM_005679
ENST00000567759	NM_001243159
ENST00000371571	NM_002237
ENST00000552197	NM_001278390
ENST00000263774	NM_004551
ENST00000344450	NM_020185
ENST00000306908	NM_001319083
ENST00000306908	NM_173480
ENST00000329759	NM_153690
ENST00000356842	NM_018014
ENST00000372133	NM_018135
ENST00000566732	NM_001243156
ENST00000340258	NM_032023
ENST00000372116	NM_001193343
ENST00000446461	NM_001145059
ENST00000359629	NM_138559
ENST00000295453	NM_031313
ENST00000428675	NM_006226
ENST00000369985	NM_001300899
ENST00000265990	NM_003972
ENST00000612907	NM_152582
ENST00000266025	NM_007024
ENST00000570117	NM_001243158
ENST00000426820	NM_198268
ENST00000230882	NM_000163
ENST00000284073	NM_138962
ENST00000529310	NM_018909
ENST00000369977	NM_004999
ENST00000335712	NM_022893
ENST00000273582	NM_001145642
ENST00000369559	NM_152696
ENST00000527624	NM_031849
ENST00000617994	NM_001317335
ENST00000617994	NM_001928
ENST00000614773	NM_022876
ENST00000217426	NM_000687
ENST00000355962	NM_000353
ENST00000615879	NM_001258035
ENST00000296343	NM_014687
ENST00000422652	NM_001145101
ENST00000536908	NM_001145053
ENST00000322684	NM_170721
ENST00000327299	NM_013410
ENST00000627341	NM_017411
ENST00000538132	NM_001161766
ENST00000220003	NM_004383
ENST00000327325	NM_001144909
ENST00000327325	NM_001144905
ENST00000327325	NM_001144910
ENST00000327325	NM_014257
ENST00000545314	NM_203464
ENST00000628642	NM_022877
ENST00000628642	NM_022875
ENST00000395334	NM_001005353
ENST00000262999	NM_021833
ENST00000541676	NM_001243157
ENST00000272224	NM_182828
ENST00000264318	NM_000809
ENST00000264318	NM_001204266
ENST00000439220	NM_001127190
ENST00000219169	NM_005796
ENST00000340480	NM_198269
ENST00000596363	NM_001144911
ENST00000411455	NM_206814
ENST00000369553	NM_181358
ENST00000249923	NM_016451
ENST00000372491	NM_203434
ENST00000341942	NM_001008395
ENST00000474141	NM_001318237
ENST00000460732	NM_001318236
ENST00000356805	NM_003128
ENST00000439561	NM_001144061
ENST00000439561	NM_001144062
ENST00000268171	NM_002569
ENST00000506869	NM_001317924
ENST00000318158	NM_012203
ENST00000597522	NM_001144908
ENST00000595496	NM_001144906
ENST00000270538	NM_006351
ENST00000372518	NM_080749
ENST00000295890	NM_001297733
ENST00000295890	NM_173827
ENST00000618099	NM_001289824
ENST00000610579	NM_001289823
ENST00000339485	NM_001017921
ENST00000245185	NM_005953
ENST00000407877	NM_004720
ENST00000394835	NM_198529
ENST00000333896	NM_178313
ENST00000254072	NM_031963
ENST00000263598	NM_001252619
ENST00000263598	NM_001252618
ENST00000263598	NM_002297
ENST00000263598	NM_001252617
ENST00000543818	NM_001039029
ENST00000543818	NM_001163926
ENST00000543818	NM_001163925
ENST00000419235	NM_001286555
ENST00000507544	NM_001297732
ENST00000404338	NM_004491
ENST00000370589	NM_018298
ENST00000612382	NM_001242403
ENST00000262990	NM_014487
ENST00000262990	NM_001292002
ENST00000615111	NM_001242400
ENST00000618088	NM_001242401
ENST00000618088	NM_001242402
ENST00000618088	NM_001242406
ENST00000341115	NM_001253693
ENST00000622294	NM_001242462
ENST00000368301	NM_001282625
ENST00000368301	NM_005572
ENST00000338641	NM_000268
ENST00000620156	NM_001242399
ENST00000357703	NM_001242460
ENST00000612626	NM_001242404
ENST00000537449	NM_001242405
ENST00000434870	NM_001008229
ENST00000450634	NM_002433
ENST00000355460	NM_207292
ENST00000453271	NM_206810
ENST00000291294	NM_000960
ENST00000318631	NM_024871
ENST00000350513	NM_001001658
ENST00000298838	NM_016223
ENST00000298838	NM_001184974
ENST00000459677	NM_206811
ENST00000203664	NM_023112
ENST00000263663	NM_005680
ENST00000334806	NM_001144904
ENST00000452744	NM_206812
ENST00000452744	NM_206809
ENST00000371505	NM_182539
ENST00000400668	NM_001170418
ENST00000400668	NM_001008228
ENST00000524115	NM_152568
ENST00000397907	NM_198697
ENST00000414140	NM_001005216
ENST00000361452	NM_181829
ENST00000403999	NM_181825
ENST00000434130	NM_001145112
ENST00000334961	NM_181831
ENST00000316997	NM_001080504
ENST00000539589	NM_001184975
ENST00000206542	NM_017807
ENST00000402306	NM_017920
ENST00000222553	NM_005746
ENST00000443736	NM_001077664
ENST00000443736	NM_001290075
ENST00000443736	NM_001290076
ENST00000383788	NM_005677
ENST00000218388	NM_003254
ENST00000453200	NM_001077663
ENST00000324210	NM_021038
ENST00000265097	NM_032361
ENST00000383781	NM_080538
ENST00000360342	NM_001282533
ENST00000353887	NM_181830
ENST00000290573	NM_000189
ENST00000359059	NM_001144907
ENST00000376730	NM_001490
ENST00000376667	NM_001127325
ENST00000414264	NM_001304731
ENST00000383786	NM_080539
ENST00000594536	NM_001304732
ENST00000371873	NM_016308
ENST00000612944	NM_031960
ENST00000444201	NM_001097633
ENST00000444201	NM_001097635
ENST00000444201	NM_001097636
ENST00000442371	NM_001097634
ENST00000485910	NM_207294
ENST00000463374	NM_207293
ENST00000539966	NM_001032296
ENST00000318962	NM_147129
ENST00000450808	NM_001136140
ENST00000526757	NM_139157
ENST00000270172	NM_013369
ENST00000628202	NM_175867
ENST00000361166	NM_016418
ENST00000376692	NM_006341
ENST00000361676	NM_181828
ENST00000376547	NM_003576
ENST00000458275	NM_001321298
ENST00000397789	NM_181832
ENST00000321510	NM_173637
ENST00000368300	NM_170707
ENST00000371759	NM_001136508
ENST00000441885	NM_207386
ENST00000545754	NM_207295
ENST00000319017	NM_000387
ENST00000432116	NM_001173462
ENST00000357472	NM_207297
ENST00000315872	NM_001321643
ENST00000315872	NM_004850
ENST00000397517	NM_001286649
ENST00000324196	NM_207296
ENST00000409168	NM_001173461
ENST00000368299	NM_001282626
ENST00000413209	NM_181833
ENST00000306103	NM_024610
ENST00000373476	NM_001256121
ENST00000415953	NM_001190707
ENST00000216039	NM_014876
ENST00000373475	NM_022753
ENST00000618155	NM_001077693
ENST00000318225	NM_152533
ENST00000448611	NM_001257374
ENST00000383742	NM_182775
ENST00000292779	NM_152612
ENST00000383474	NM_001623
ENST00000375654	NM_005527
ENST00000373471	NM_153756
ENST00000373471	NM_001171940
ENST00000219334	NM_018667
ENST00000368297	NM_001282624
ENST00000496770	NM_001171941
ENST00000417200	NM_001318970
ENST00000417200	NM_004847
ENST00000373289	NM_144965
ENST00000366647	NM_014236
ENST00000370323	NM_021048
ENST00000259873	NM_014046
ENST00000383214	NM_001077516
ENST00000383214	NM_001288777
ENST00000392455	NM_174908
ENST00000383473	NM_032955
ENST00000415229	NM_001083926
ENST00000383213	NM_006979
ENST00000341901	NM_001024401
ENST00000448120	NM_003324
ENST00000619096	NM_139176
ENST00000597960	NM_012181
ENST00000307102	NM_002755
ENST00000395526	NM_019893
ENST00000244096	NM_001011543
ENST00000244096	NM_001251828
ENST00000392456	NM_178335
ENST00000409012	NM_001128228
ENST00000394175	NM_018530
ENST00000330793	NM_006678
ENST00000397132	NM_001160408
ENST00000585809	NM_024100
ENST00000302386	NM_007278
ENST00000309481	NM_001042471
ENST00000429299	NM_002341
ENST00000614922	NM_206828
ENST00000301776	NM_025080
ENST00000621787	NM_001127255
ENST00000348259	NM_181441
ENST00000447815	NM_001143974
ENST00000352251	NM_025138
ENST00000252338	NM_015686
ENST00000608443	NM_001308373
ENST00000382771	NM_002639
ENST00000446745	NM_009588
ENST00000376020	NM_020717
ENST00000380894	NM_001177704
ENST00000520542	NM_001165959
ENST00000366747	NM_001321284
ENST00000366746	NM_181465
ENST00000332298	NM_001039467
ENST00000373079	NM_004538
ENST00000457326	NM_032330
ENST00000373146	NM_013443
ENST00000319340	NM_152889
ENST00000434417	NM_001142305
ENST00000434417	NM_016643
ENST00000395042	NM_005873
ENST00000269491	NM_080474
ENST00000372874	NM_000022
ENST00000380680	NM_007106
ENST00000382768	NM_001307928
ENST00000400384	NM_002747
ENST00000358227	NM_001318058
ENST00000358227	NM_033428
ENST00000310823	NM_003183
ENST00000540640	NM_001292039
ENST00000592595	NM_001292040
ENST00000417225	NM_001127457
ENST00000264027	NM_006918
ENST00000544357	NM_001130405
ENST00000366645	NM_175876
ENST00000408946	NM_032345
ENST00000398213	NM_001143853
ENST00000295008	NM_181464
ENST00000336520	NM_181463
ENST00000432462	NM_001293213
ENST00000432462	NM_178014
ENST00000373141	NM_001287001
ENST00000299824	NM_015568
ENST00000347559	NM_170708
ENST00000325351	NM_203374
ENST00000373142	NM_001286999
ENST00000373331	NM_001172735
ENST00000336300	NM_181456
ENST00000295542	NM_152494
ENST00000325686	NM_153218
ENST00000373144	NM_001287000
ENST00000423025	NM_001143687
ENST00000349314	NM_145640
ENST00000441843	NM_001128303
ENST00000418519	NM_001165958
ENST00000392789	NM_001024956
ENST00000427480	NM_001293215
ENST00000427480	NM_001293216
ENST00000375647	NM_014870
